灿鸿_温州,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5
2021/7/13 5:00,5.10788,2021/7/12 5:00,2.565585,2.642253202,2.639545183,2.588259457,2.7118351
2021/7/13 6:00,5.28094,2021/7/12 6:00,2.61405,2.602006182,2.726316692,2.521160662,2.643438668
2021/7/13 7:00,5.57761,2021/7/12 7:00,2.673465,2.765404943,2.89035046,2.70124827,2.832918406
2021/7/13 8:00,5.6971,2021/7/12 8:00,2.74839,2.672814555,2.59988437,2.630974224,2.645343559
2021/7/13 9:00,5.62705,2021/7/12 9:00,2.87445,2.834782158,2.831264993,2.736910792,2.956665783
2021/7/13 10:00,5.84543,2021/7/12 10:00,2.959005,3.030525705,3.014906138,2.98080743,3.026409737
2021/7/13 11:00,5.99376,2021/7/12 11:00,3.03624,2.885346785,2.883726695,2.760511312,2.904620869
2021/7/13 12:00,6.21214,2021/7/12 12:00,3.114495,3.12429,3.214867113,3.19780085,3.110485913
2021/7/13 13:00,6.43464,2021/7/12 13:00,3.22227,3.143649685,3.131644452,3.129128465,3.193238972
2021/7/13 14:00,6.58297,2021/7/12 14:00,3.38487,3.298880545,3.228798349,3.142285982,3.424803882
2021/7/13 15:00,6.8508,2021/7/12 15:00,3.50535,3.378856669,3.415938535,3.341425427,3.529948757
2021/7/13 16:00,7.22163,2021/7/12 16:00,3.63054,3.495914452,3.449464186,3.417578248,3.390650579
2021/7/13 17:00,7.48945,2021/7/12 17:00,3.764625,3.758898781,3.932085641,3.715165973,3.76484598
2021/7/13 18:00,7.63779,2021/7/12 18:00,3.91518,3.719951876,3.782353428,3.810643951,3.696329963
2021/7/13 19:00,7.85617,2021/7/12 19:00,4.071075,4.182862444,4.338163204,4.243894303,4.158504344
2021/7/13 20:00,8.07866,2021/7/12 20:00,4.24191,4.227601055,4.240498878,4.344657175,4.131861475
2021/7/13 21:00,8.54427,2021/7/12 21:00,4.40205,4.362954989,4.357176553,4.4830029,4.419836155
2021/7/13 22:00,8.79149,2021/7/12 22:00,4.590105,4.767316773,4.952076229,4.552537853,4.936399194
2021/7/13 23:00,9.00987,2021/7/12 23:00,4.795545,4.71576121,4.830378649,4.722873047,4.795939077
2021/7/14 0:00,9.25709,2021/7/13 0:00,4.997055,4.954302676,5.168118068,4.993859176,4.886098803
2021/7/14 1:00,8.66788,2021/7/13 1:00,5.1696,4.950255857,5.096632696,5.013293018,5.19657794
2021/7/14 2:00,8.37121,2021/7/13 2:00,5.3517,5.526121657,5.551572715,5.550657025,5.674026345
2021/7/14 3:00,7.73667,2021/7/13 3:00,5.55822,5.289069744,5.452280541,5.299710593,5.422335175
2021/7/14 4:00,7.39056,2021/7/13 4:00,5.7264,5.491151641,5.77090341,5.474764276,5.532886466
,,2021/7/13 5:00,5.93304,6.202607578,6.027262953,6.027645522,6.046664221
,,2021/7/13 6:00,6.159345,6.23282604,6.176816788,6.07862683,6.495148322
,,2021/7/13 7:00,6.39147,6.446313115,6.680422238,6.537052424,6.448110157
,,2021/7/13 8:00,6.572955,6.39787792,6.585677877,6.080645986,6.70829556
,,2021/7/13 9:00,6.747525,6.495680348,6.500190641,6.454126228,6.547748446
,,2021/7/13 10:00,6.880605,7.05728202,7.387396632,7.070004381,7.306607805
,,2021/7/13 11:00,6.97122,7.290645628,7.400694807,7.235608672,7.589733645
,,2021/7/13 12:00,7.031115,6.84426303,6.76282376,6.796553212,7.122847202
,,2021/7/13 13:00,7.111605,6.848461276,6.992078622,6.789209973,7.061015657
,,2021/7/13 14:00,7.181535,7.366832763,7.502447239,7.525872373,7.400842655
,,2021/7/13 15:00,7.261125,7.103378496,7.349301234,7.073359159,7.229079758
,,2021/7/13 16:00,7.37085,7.72632588,7.764074179,7.363604802,7.947125457
,,2021/7/13 17:00,7.51284,7.443820609,7.359686936,7.447266644,7.4352533
,,2021/7/13 18:00,7.665345,7.446817889,7.425796634,7.624378332,7.390578728
,,2021/7/13 19:00,7.833705,7.642396201,7.769329031,7.258468739,7.57830088
,,2021/7/13 20:00,8.02206,7.859538927,8.039080911,7.502876934,7.8382816
,,2021/7/13 21:00,8.224635,8.311176131,8.650023803,8.042930703,8.534181034
,,2021/7/13 22:00,8.408925,8.677107495,8.900530318,8.725266982,8.782053901
,,2021/7/13 23:00,8.53773,8.539421599,8.703872001,8.339409569,8.71712986
,,2021/7/14 0:00,8.71737,8.602198064,8.524630431,8.513915105,8.82080759
,,2021/7/14 1:00,8.814555,9.242742009,9.630309371,9.060458082,9.137743446
,,2021/7/14 2:00,8.82981,9.004626774,9.174714623,8.845021677,8.944062696
,,2021/7/14 3:00,8.819595,8.985554257,8.771857915,9.196715938,9.126567915
,,2021/7/14 4:00,8.651415,8.763565208,8.935104862,8.884369408,8.79441168
,,2021/7/14 5:00,8.49903,8.199220116,8.176757755,8.173313102,7.966421977
,,2021/7/14 6:00,8.37279,8.600980612,8.636591097,8.773591536,8.96441582
,,2021/7/14 7:00,8.28528,8.635112704,9.048512359,8.624864944,9.039998599
,,2021/7/14 8:00,8.23155,8.411064369,8.625105376,8.19996541,8.776889055
,,2021/7/14 9:00,8.197365,8.339458796,8.428428418,8.272370548,8.744791061
,,2021/7/14 10:00,8.17089,8.393883591,8.2618413,8.226915571,8.758190595
,,2021/7/14 11:00,8.12682,8.124452911,8.319000357,7.723849482,8.284355445
,,2021/7/14 12:00,8.066265,8.423171251,8.804153797,8.555367823,8.326118286
,,2021/7/14 13:00,7.994565,7.922014965,8.176770065,7.800656165,8.172859043
,,2021/7/14 14:00,7.91091,8.078093288,8.421850227,8.054370274,8.400481829
,,2021/7/14 15:00,7.816455,8.021559809,8.330679915,8.186926756,7.944654455
,,2021/7/14 16:00,7.66317,7.63191356,7.584999019,7.36269085,7.935460313
,,2021/7/14 17:00,7.496205,7.449297222,7.546584525,7.405310476,7.792792956
,,2021/7/14 18:00,7.33347,7.433901191,7.297880751,7.614969612,7.48817851
,,2021/7/14 19:00,7.17591,7.394463552,7.716479602,7.299943182,7.485845036
,,2021/7/14 20:00,7.020555,6.935744603,7.125351975,6.683232446,7.067855406
,,2021/7/14 21:00,6.8622,6.778503952,6.913787089,6.78867538,6.592136231
,,2021/7/14 22:00,6.697845,6.994150626,7.319942153,7.130462895,6.795167469
,,2021/7/14 23:00,6.524475,6.569492778,6.723072134,6.710422816,6.695891309
,,2021/7/15 0:00,6.340905,6.616499314,6.558856795,6.718636128,6.913891201
,,2021/7/15 1:00,6.15909,5.976923087,6.016609436,5.983904313,6.185256713
,,2021/7/15 2:00,5.98269,6.184608065,6.471506243,6.347246678,6.102298183
,,2021/7/15 3:00,5.813085,5.708203549,5.547682426,5.648770335,5.906387834
,,2021/7/15 4:00,5.650485,5.660653091,5.812573842,5.649019287,5.654969853
,,2021/7/15 5:00,5.495085,5.58823275,5.739201493,5.393816519,5.703957336
,,2021/7/15 6:00,5.34693,5.473937331,5.53132863,5.633406896,5.381717381
,,2021/7/15 7:00,5.20659,4.976212778,4.865424793,5.059739069,4.970272613
,,2021/7/15 8:00,5.074785,5.02055085,5.235589449,5.110773793,5.039787392
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
